Logging to '/home/jcoccia1/scr4_mavolio2/scratch_JC/stacks/CD/CD_metapop_catalog/tsv2bam.log'.
Sample 'CD.PX.ASU.M.4': matched 1830 sample loci to 1749 catalog loci; found a paired-end read for 58759 (100.0%) of the assembled forward reads; wrote 117518 records.
Sample 'CD.PX.ASU.M.5': matched 5531 sample loci to 5202 catalog loci; found a paired-end read for 250853 (100.0%) of the assembled forward reads; wrote 501706 records.
Sample 'CD.PX.BUF.M.1': matched 7142 sample loci to 6600 catalog loci; found a paired-end read for 399726 (100.0%) of the assembled forward reads; wrote 799452 records.
Sample 'CD.PX.BUF.M.2': matched 1363 sample loci to 1315 catalog loci; found a paired-end read for 45329 (100.0%) of the assembled forward reads; wrote 90658 records.
Sample 'CD.PX.BUF.M.3': matched 7128 sample loci to 6623 catalog loci; found a paired-end read for 354179 (100.0%) of the assembled forward reads; wrote 708358 records.
Sample 'CD.PX.BUF.M.5': matched 6312 sample loci to 5816 catalog loci; found a paired-end read for 344785 (100.0%) of the assembled forward reads; wrote 689570 records.
Sample 'CD.PX.CAM.U.1': matched 4983 sample loci to 4702 catalog loci; found a paired-end read for 194353 (100.0%) of the assembled forward reads; wrote 388706 records.
Sample 'CD.PX.CAM.U.3': matched 4344 sample loci to 4095 catalog loci; found a paired-end read for 168555 (100.0%) of the assembled forward reads; wrote 337110 records.
Sample 'CD.PX.CAM.U.5': matched 13925 sample loci to 12621 catalog loci; found a paired-end read for 644979 (100.0%) of the assembled forward reads; wrote 1289958 records.
Sample 'CD.PX.CLA.M.1': matched 5727 sample loci to 5370 catalog loci; found a paired-end read for 264704 (100.0%) of the assembled forward reads; wrote 529408 records.
Sample 'CD.PX.CLA.M.2': matched 2363 sample loci to 2271 catalog loci; found a paired-end read for 89045 (100.0%) of the assembled forward reads; wrote 178090 records.
Sample 'CD.PX.CLA.M.3': matched 8969 sample loci to 7871 catalog loci; found a paired-end read for 522997 (100.0%) of the assembled forward reads; wrote 1045994 records.
Sample 'CD.PX.CLA.M.4': matched 4744 sample loci to 4505 catalog loci; found a paired-end read for 206474 (100.0%) of the assembled forward reads; wrote 412948 records.
Sample 'CD.PX.COY.M.1': matched 1516 sample loci to 1450 catalog loci; found a paired-end read for 56430 (100.0%) of the assembled forward reads; wrote 112860 records.
Sample 'CD.PX.COY.M.2': matched 7838 sample loci to 7316 catalog loci; found a paired-end read for 355524 (100.0%) of the assembled forward reads; wrote 711048 records.
Sample 'CD.PX.COY.M.4': matched 4854 sample loci to 4519 catalog loci; found a paired-end read for 227450 (100.0%) of the assembled forward reads; wrote 454900 records.
Sample 'CD.PX.COY.M.5': matched 12336 sample loci to 11215 catalog loci; found a paired-end read for 635496 (100.0%) of the assembled forward reads; wrote 1270992 records.
Sample 'CD.PX.DF1.M.2': matched 7533 sample loci to 7130 catalog loci; found a paired-end read for 352535 (100.0%) of the assembled forward reads; wrote 705070 records.
Sample 'CD.PX.DF1.M.3': matched 7139 sample loci to 6732 catalog loci; found a paired-end read for 364319 (100.0%) of the assembled forward reads; wrote 728638 records.
Sample 'CD.PX.DF1.M.4': matched 4605 sample loci to 4243 catalog loci; found a paired-end read for 220190 (100.0%) of the assembled forward reads; wrote 440380 records.
Sample 'CD.PX.DF1.M.5': matched 9759 sample loci to 8743 catalog loci; found a paired-end read for 531027 (100.0%) of the assembled forward reads; wrote 1062054 records.
Sample 'CD.PX.ENC.M.1': matched 5143 sample loci to 4835 catalog loci; found a paired-end read for 216409 (100.0%) of the assembled forward reads; wrote 432818 records.
Sample 'CD.PX.ENC.M.2': matched 12966 sample loci to 11726 catalog loci; found a paired-end read for 727036 (100.0%) of the assembled forward reads; wrote 1454072 records.
Sample 'CD.PX.ENC.M.3': matched 7997 sample loci to 7467 catalog loci; found a paired-end read for 388436 (100.0%) of the assembled forward reads; wrote 776872 records.
Sample 'CD.PX.ENC.M.5': matched 3187 sample loci to 3059 catalog loci; found a paired-end read for 118917 (100.0%) of the assembled forward reads; wrote 237834 records.
Sample 'CD.PX.LAP.M.1': matched 5499 sample loci to 5154 catalog loci; found a paired-end read for 264419 (100.0%) of the assembled forward reads; wrote 528838 records.
Sample 'CD.PX.LAP.M.3': matched 5229 sample loci to 4862 catalog loci; found a paired-end read for 297616 (100.0%) of the assembled forward reads; wrote 595232 records.
Sample 'CD.PX.LAP.M.4': matched 15598 sample loci to 14243 catalog loci; found a paired-end read for 947374 (100.0%) of the assembled forward reads; wrote 1894748 records.
Sample 'CD.PX.LAP.M.5': matched 929 sample loci to 879 catalog loci; found a paired-end read for 27855 (100.0%) of the assembled forward reads; wrote 55710 records.
Sample 'CD.PX.MAN.M.1': matched 3470 sample loci to 3267 catalog loci; found a paired-end read for 138862 (100.0%) of the assembled forward reads; wrote 277724 records.
Sample 'CD.PX.MAN.M.2': matched 2845 sample loci to 2696 catalog loci; found a paired-end read for 104476 (100.0%) of the assembled forward reads; wrote 208952 records.
Sample 'CD.PX.MAN.M.3': matched 3032 sample loci to 2881 catalog loci; found a paired-end read for 108080 (100.0%) of the assembled forward reads; wrote 216160 records.
Sample 'CD.PX.MAN.M.4': matched 30788 sample loci to 27551 catalog loci; found a paired-end read for 1906104 (100.0%) of the assembled forward reads; wrote 3812208 records.
Sample 'CD.PX.MAN.M.5': matched 6259 sample loci to 5844 catalog loci; found a paired-end read for 295240 (100.0%) of the assembled forward reads; wrote 590480 records.
Sample 'CD.PX.MON.U.2': matched 3397 sample loci to 3226 catalog loci; found a paired-end read for 127081 (100.0%) of the assembled forward reads; wrote 254162 records.
Sample 'CD.PX.MON.U.4': matched 974 sample loci to 944 catalog loci; found a paired-end read for 27880 (100.0%) of the assembled forward reads; wrote 55760 records.
Sample 'CD.PX.MON.U.5': matched 14650 sample loci to 12866 catalog loci; found a paired-end read for 938349 (100.0%) of the assembled forward reads; wrote 1876698 records.
Sample 'CD.PX.MTN.M.2': matched 7158 sample loci to 6621 catalog loci; found a paired-end read for 337587 (100.0%) of the assembled forward reads; wrote 675174 records.
Sample 'CD.PX.MTN.M.3': matched 5775 sample loci to 5294 catalog loci; found a paired-end read for 336663 (100.0%) of the assembled forward reads; wrote 673326 records.
Sample 'CD.PX.MTN.M.4': matched 2224 sample loci to 2105 catalog loci; found a paired-end read for 78622 (100.0%) of the assembled forward reads; wrote 157244 records.
Sample 'CD.PX.MTN.M.5': matched 6086 sample loci to 5655 catalog loci; found a paired-end read for 301485 (100.0%) of the assembled forward reads; wrote 602970 records.
Sample 'CD.PX.NES.U.1': matched 2989 sample loci to 2808 catalog loci; found a paired-end read for 161638 (100.0%) of the assembled forward reads; wrote 323276 records.
Sample 'CD.PX.NES.U.2': matched 4559 sample loci to 4297 catalog loci; found a paired-end read for 194000 (100.0%) of the assembled forward reads; wrote 388000 records.
Sample 'CD.PX.NES.U.3': matched 2452 sample loci to 2342 catalog loci; found a paired-end read for 85406 (100.0%) of the assembled forward reads; wrote 170812 records.
Sample 'CD.PX.NES.U.4': matched 10021 sample loci to 8880 catalog loci; found a paired-end read for 578668 (100.0%) of the assembled forward reads; wrote 1157336 records.
Sample 'CD.PX.NES.U.5': matched 5194 sample loci to 4869 catalog loci; found a paired-end read for 219490 (100.0%) of the assembled forward reads; wrote 438980 records.
Sample 'CD.PX.NET.U.2': matched 1683 sample loci to 1605 catalog loci; found a paired-end read for 60585 (100.0%) of the assembled forward reads; wrote 121170 records.
Sample 'CD.PX.NET.U.4': matched 5523 sample loci to 5199 catalog loci; found a paired-end read for 278481 (100.0%) of the assembled forward reads; wrote 556962 records.
Sample 'CD.PX.NUE.M.2': matched 3213 sample loci to 3045 catalog loci; found a paired-end read for 104230 (100.0%) of the assembled forward reads; wrote 208460 records.
Sample 'CD.PX.NUE.M.5': matched 32481 sample loci to 27485 catalog loci; found a paired-end read for 1915566 (100.0%) of the assembled forward reads; wrote 3831132 records.
Sample 'CD.PX.PAL.M.1': matched 6807 sample loci to 6339 catalog loci; found a paired-end read for 328746 (100.0%) of the assembled forward reads; wrote 657492 records.
Sample 'CD.PX.PAL.M.3': matched 20929 sample loci to 18827 catalog loci; found a paired-end read for 1252000 (100.0%) of the assembled forward reads; wrote 2504000 records.
Sample 'CD.PX.PAL.M.4': matched 7034 sample loci to 6612 catalog loci; found a paired-end read for 350987 (100.0%) of the assembled forward reads; wrote 701974 records.
Sample 'CD.PX.PAL.M.5': matched 4840 sample loci to 4446 catalog loci; found a paired-end read for 247849 (100.0%) of the assembled forward reads; wrote 495698 records.
Sample 'CD.PX.PKW.U.2': matched 5174 sample loci to 4906 catalog loci; found a paired-end read for 249621 (100.0%) of the assembled forward reads; wrote 499242 records.
Sample 'CD.PX.PKW.U.3': matched 5422 sample loci to 5084 catalog loci; found a paired-end read for 270176 (100.0%) of the assembled forward reads; wrote 540352 records.
Sample 'CD.PX.PKW.U.4': matched 4114 sample loci to 3857 catalog loci; found a paired-end read for 223707 (100.0%) of the assembled forward reads; wrote 447414 records.
Sample 'CD.PX.PKW.U.5': matched 8179 sample loci to 7418 catalog loci; found a paired-end read for 465066 (100.0%) of the assembled forward reads; wrote 930132 records.
Sample 'CD.PX.PSC.M.1': matched 7168 sample loci to 6697 catalog loci; found a paired-end read for 372808 (100.0%) of the assembled forward reads; wrote 745616 records.
Sample 'CD.PX.PSC.M.3': matched 5910 sample loci to 5549 catalog loci; found a paired-end read for 258563 (100.0%) of the assembled forward reads; wrote 517126 records.
Sample 'CD.PX.PSC.M.5': matched 8883 sample loci to 8314 catalog loci; found a paired-end read for 436108 (100.0%) of the assembled forward reads; wrote 872216 records.
Sample 'CD.PX.RPC.M.1': matched 6503 sample loci to 6010 catalog loci; found a paired-end read for 333343 (100.0%) of the assembled forward reads; wrote 666686 records.
Sample 'CD.PX.RPC.M.3': matched 15740 sample loci to 14370 catalog loci; found a paired-end read for 999454 (100.0%) of the assembled forward reads; wrote 1998908 records.
Sample 'CD.PX.RPC.M.4': matched 1587 sample loci to 1524 catalog loci; found a paired-end read for 53382 (100.0%) of the assembled forward reads; wrote 106764 records.
Sample 'CD.PX.RPC.M.5': matched 6863 sample loci to 6377 catalog loci; found a paired-end read for 378469 (100.0%) of the assembled forward reads; wrote 756938 records.
Sample 'CD.PX.RRT.U.2': matched 1758 sample loci to 1677 catalog loci; found a paired-end read for 65063 (100.0%) of the assembled forward reads; wrote 130126 records.
Sample 'CD.PX.RRT.U.4': matched 4783 sample loci to 4531 catalog loci; found a paired-end read for 216357 (100.0%) of the assembled forward reads; wrote 432714 records.
Sample 'CD.PX.RRT.U.5': matched 5139 sample loci to 4871 catalog loci; found a paired-end read for 234032 (100.0%) of the assembled forward reads; wrote 468064 records.
Sample 'CD.PX.WES.M.1': matched 7026 sample loci to 6499 catalog loci; found a paired-end read for 341845 (100.0%) of the assembled forward reads; wrote 683690 records.
Sample 'CD.PX.WES.M.3': matched 21845 sample loci to 19143 catalog loci; found a paired-end read for 1459092 (100.0%) of the assembled forward reads; wrote 2918184 records.
Sample 'CD.PX.WES.M.4': matched 5398 sample loci to 5048 catalog loci; found a paired-end read for 237872 (100.0%) of the assembled forward reads; wrote 475744 records.
Sample 'CD.PX.WES.M.5': matched 5292 sample loci to 4792 catalog loci; found a paired-end read for 296650 (100.0%) of the assembled forward reads; wrote 593300 records.

tsv2bam is done.
