note,city,site_comb,city_abbv,town,site,site_abbv,management_type,management_type_2,lat,long,n,nlcd_urban_pct,distance_to_city_center,distance_to_city_center_km,airtemp_5cm_Jan_12pm,airtemp_5cm_Feb_12pm,airtemp_5cm_Mar_12pm,airtemp_5cm_Apr_12pm,airtemp_5cm_May_12pm,airtemp_5cm_Jun_12pm,airtemp_5cm_Jul_12pm,airtemp_5cm_Aug_12pm,airtemp_5cm_Sept_12pm,airtemp_5cm_Oct_12pm,airtemp_5cm_Nov_12pm,airtemp_5cm_Dec_12pm,airtemp_1.2m_Jan_12pm,airtemp_1.2m_Feb_12pm,airtemp_1.2m_Mar_12pm,airtemp_1.2m_Apr_12pm,airtemp_1.2m_May_12pm,airtemp_1.2m_Jun_12pm,airtemp_1.2m_Jul_12pm,airtemp_1.2m_Aug_12pm,airtemp_1.2m_Sept_12pm,airtemp_1.2m_Oct_12pm,airtemp_1.2m_Nov_12pm,airtemp_1.2m_Dec_12pm,soiltemp_2.5cm_Jan_12pm,soiltemp_2.5cm_Feb_12pm,soiltemp_2.5cm_Mar_12pm,soiltemp_2.5cm_Apr_12pm,soiltemp_2.5cm_May_12pm,soiltemp_2.5cm_Jun_12pm,soiltemp_2.5cm_Jul_12pm,soiltemp_2.5cm_Aug_12pm,soiltemp_2.5cm_Sept_12pm,soiltemp_2.5cm_Oct_12pm,soiltemp_2.5cm_Nov_12pm,soiltemp_2.5cm_Dec_12pm,RH_5cm_Jan_12pm,RH_5cm_Feb_12pm,RH_5cm_Mar_12pm,RH_5cm_Apr_12pm,RH_5cm_May_12pm,RH_5cm_Jun_12pm,RH_5cm_Jul_12pm,RH_5cm_Aug_12pm,RH_5cm_Sept_12pm,RH_5cm_Oct_12pm,RH_5cm_Nov_12pm,RH_5cm_Dec_12pm,RH_1.2m_Jan_12pm,RH_1.2m_Feb_12pm,RH_1.2m_Mar_12pm,RH_1.2m_Apr_12pm,RH_1.2m_May_12pm,RH_1.2m_Jun_12pm,RH_1.2m_Jul_12pm,RH_1.2m_Aug_12pm,RH_1.2m_Sept_12pm,RH_1.2m_Oct_12pm,RH_1.2m_Nov_12pm,RH_1.2m_Dec_12pm
NA,Boston,BO.LC2.M,BO,Wellesley,LC2 - 2 Mulherin Ln,LC2,M,low chemical,42.31391,-71.25921,10,27.3766499,17266.27898,17.26627898,-0.332332677,1.044404559,5.381558767,16.73107188,23.87272319,29.39788755,32.5641206,31.31515492,26.2657196,19.12746457,11.29759992,2.015293815,0.462992313,1.819286711,7.172315251,13.53833279,19.98313813,24.808607,27.81483013,26.55904069,22.28373671,16.35104404,9.806647254,2.898953398,-0.411477326,-0.144843776,0.363682775,21.74944183,30.19644246,37.23220718,40.90717903,39.21436403,32.06222711,22.04347736,11.73236799,-0.068326992,45.50574998,45.45920423,49.88551543,34.41172943,35.58364181,36.77376638,37.58109182,39.37925146,40.28968872,40.40766953,44.751418,50.72267803,42.80449998,42.99849998,44.08399998,42.25899999,45.11799998,48.13699998,49.34099998,51.85549998,51.15199998,48.13699998,49.43149998,47.62899998
gps on envelope; also has 42.32334  -71.19279 and 42.32360  -71.19310 and 42.3236 -71.1931 on other envelopes; Found in Lawn Back and by curb,Boston,BO.LC3.M,BO,Newton,LC3 - 22 Glenwood Ave,LC3,M,low chemical,42.32334,-71.19278,6,21.51105867,11751.2575,11.7512575,-0.329911825,1.086186282,5.365246997,16.50596853,23.59263494,29.1325029,32.35372795,31.05375464,26.04446603,18.89916382,11.34549854,2.008422869,0.462920967,1.819258555,7.172310965,13.53834659,19.9831619,24.80863564,27.81485598,26.55906045,22.28374201,16.35102459,9.80659197,2.898875891,-0.437435432,-0.162078664,0.30984897,20.54022504,29.04607875,35.91678173,39.47264833,37.78501264,30.65338041,20.82249483,10.56367927,-0.470877622,45.49642108,45.32250005,49.94212358,34.90791487,36.18868748,37.34146803,38.02940813,39.96934563,40.81991828,40.98756598,44.60935215,50.74731552,42.80449998,42.99849998,44.08399998,42.25899999,45.11799998,48.13699998,49.34099998,51.85549998,51.15199998,48.13699998,49.43149998,47.62899998
NA,Boston,BO.LC4.M,BO,Melrose,LC4 - 16 Howard St,LC4,M,low chemical,42.46596,-71.0587,12,57.86596567,11784.29276,11.78429276,0.022873407,1.33354583,6.002071671,16.3288489,23.10594232,28.90574874,32.160765,30.85557693,26.05377389,19.1788015,11.65487703,4.473179725,0.748680263,2.0758087,7.122991552,13.18712874,19.33054392,24.44752188,27.45437508,26.20574301,22.14404296,16.42647777,10.17517751,3.357469015,-0.257260065,-0.159239899,0.488544066,21.48313225,29.77046914,36.62120821,40.1856603,38.70231925,31.83314789,22.17200451,12.21649015,5.251903917,47.20260983,47.23046698,49.66587666,36.62953735,37.68624589,38.56507127,38.9331133,40.88858702,42.20035141,42.33152997,46.51242735,45.40705238,44.78499998,44.78399998,45.97549998,44.86199999,47.51199998,50.13749998,51.02999998,53.55699998,53.36299998,50.34799998,51.32349998,49.11599998
NA,Boston,BO.WL1.M,BO,Plymouth,WL1 - 160 Valley Rd,WL1,M,wildlife yard,41.80551,-70.56976,13,14.53320465,73786.92404,73.78692404,0.921943922,1.695176079,5.027831303,14.85424548,21.35450214,27.36437289,30.57045666,29.7666216,25.21011,18.83592458,11.76123957,5.314643996,1.753048039,2.477574198,6.663834783,11.81871821,17.66279428,22.98437029,25.99861881,25.25103914,21.39537202,16.28166629,10.40624859,4.347557659,-0.151201481,-0.135589646,0.460938227,19.70343544,27.77278631,35.1077207,38.959909,37.47741974,30.85992527,21.75072161,11.80232669,5.1061854,49.47426502,48.64409869,54.07721206,38.6970939,40.48650234,41.41538894,42.3524427,43.82330018,44.61736315,45.15350665,48.00545744,46.3819909,46.60549998,45.99999998,48.28249998,47.17449998,50.93399998,53.75449998,55.25099998,57.07099998,56.17699998,53.05449998,52.52699998,49.62349998
on envelope,Boston,BO.WL2.M,BO,Arlington,WL2 - 211 Forest St,WL2,M,wildlife yard,42.43108,-71.1755,9,58.94951385,12422.5162,12.4225162,-0.692159549,0.947311864,5.158054952,16.61907404,23.61863014,29.10064701,32.17651036,31.05590561,25.89190956,19.14510162,11.10750345,1.667109106,0.062103324,1.696149268,6.872261895,13.42231162,19.77671518,24.60896341,27.41515179,26.34382287,21.88380257,16.22916191,9.505958554,2.497987459,-0.448786128,-0.326549796,0.300678055,21.08180182,29.66213867,36.4084002,40.1082227,38.41755416,31.273844,21.44891715,11.56509388,-0.056344457,45.3243569,44.64407998,49.75265787,34.15922034,35.35703814,37.04381454,37.52594284,39.0016317,40.27702981,39.54910251,44.68720379,50.54473969,42.60499998,42.30449998,44.18849998,41.96749999,44.71899998,48.23749998,49.34249998,51.25249998,51.25249998,47.53399998,49.73649998,47.63199998
on envelope; other envelope 42.37255  -71.17356 and 42.37199 -71.17358,Boston,BO.WL3.M,BO,Watertown,WL3 - Garfield St,WL3,M,wildlife yard,42.37208,-71.17361,15,48.04665,9528.555419,9.528555419,-0.708461404,0.923162689,5.144606042,16.50761274,23.5327035,28.9921518,32.15421213,30.9353355,25.71649889,18.81064085,11.00508736,1.657934576,0.062551646,1.696332965,6.872288788,13.42222208,19.77656368,24.6087838,27.41498969,26.34369465,21.88376938,16.22928807,9.506305827,2.498474637,-0.480860135,-0.444248748,0.336586502,20.77830465,29.38798978,36.28737416,39.77867817,38.0374551,30.74287201,20.95772091,10.78820625,-0.071510264,45.38704296,44.72248049,49.79938984,34.4021144,35.54026843,37.27650782,37.57287718,39.27018333,40.69772809,40.38399799,44.9933876,50.57974532,42.60499998,42.30449998,44.18849998,41.96749999,44.71899998,48.23749998,49.34249998,51.25249998,51.25249998,47.53399998,49.73649998,47.63199998
NA,Boston,BO.WL4.M,BO,Reading,WL4 - 17 Governors Dr,WL4,M,wildlife yard,42.52717,-71.08603,11,59.36493237,18731.20333,18.73120333,-0.276517675,1.074593083,5.168290819,16.08609687,23.01676102,28.72787045,31.96348126,30.90812829,25.64397203,18.72840867,10.98480256,3.97946279,0.490336073,1.830046353,6.902666946,13.07102138,19.31725171,24.44128469,27.44148979,26.37494521,22.02686869,16.2047189,9.747067403,2.92709736,-0.326600328,-0.231030077,0.41295489,20.56217874,28.99265346,36.35067074,39.89438486,38.13837095,31.09272852,21.0202581,10.9303695,4.330537118,46.33849003,45.92327549,51.3973534,36.5134474,37.38348179,39.03299331,39.19316538,40.56271427,42.60605811,42.67085691,46.98401529,45.33167774,43.70249998,43.49849998,45.58649998,44.36799999,46.91549998,50.24449998,50.83949998,52.75999998,52.96099998,50.04649998,51.03449998,48.82999998
NA,Boston,BO.I1.U,BO,Plymouth,I1 - Russell Millpond,I1,U,interstitial site,41.91164,-70.64127,11,0,60669.2363,60.6692363,1.057033518,1.868991117,5.081510889,15.31320703,22.02922024,27.94977889,31.25991967,30.41985462,25.73791841,19.29906673,12.13346774,5.740721213,1.694787805,2.631840957,6.733362616,11.99451553,18.0360481,23.35888133,26.46610846,25.61245838,21.56098553,16.23828526,10.36426401,4.40222244,-0.132441154,-0.098474896,0.250794539,21.03818285,29.11843921,36.44145157,40.09644851,38.802231,32.56827945,23.35691077,13.33971239,6.654727702,47.01787864,46.9972225,52.79372132,37.1248611,38.68472617,39.79918697,40.49918341,41.69280695,42.58703438,42.50894988,45.73553221,44.20718476,44.91199998,44.50799998,47.08749998,46.07699998,49.53849998,52.25749998,53.45499998,55.17199998,54.76999998,51.55399998,51.43149998,48.53099998
NA,Boston,BO.I2.U,BO,Hingham,I2 - Brewer Reservation,I2,U,interstitial site,42.22164,-70.90025,13,0,20205.14482,20.20514482,0.48152923,1.706918105,6.393580046,16.18664504,22.99131199,28.91093991,32.17352119,31.11058249,26.09312461,19.18054155,11.83962114,5.013079096,1.264750927,2.487848505,7.343385971,13.10301233,19.24345172,24.45969404,27.5668382,26.52076377,22.26973752,16.55936169,10.41803698,3.989108419,-0.21144557,-0.121265909,0.813540368,21.42532854,29.45402986,36.65480103,40.36245443,38.67158125,31.85092501,22.23921985,12.35811345,5.346180297,48.23613698,47.98636055,49.81734806,37.3333668,38.62025574,39.27453734,39.85366174,41.82206174,43.30471409,43.7013483,47.60454665,46.45353482,45.58599998,45.38299998,46.66999999,45.56099999,48.61599998,51.03799998,51.93149998,54.55799998,54.46849998,51.54499998,52.31749998,49.90749998
475 Charles River St - Needham; gps from envelope,Boston,BO.I3.U,BO,Needham,I3 - Ridge Hill Reservation,I3,U,interstitial site,42.27349,-71.27728,3,0,20397.98969,20.39798969,-0.366673765,1.013511129,5.368627461,16.55128677,23.65870347,29.18601281,32.38083214,31.08865626,25.99560825,18.8374391,11.09094495,2.031701309,0.46329773,1.819407275,7.172333609,13.53827371,19.98303628,24.8084843,27.8147194,26.55895607,22.28371405,16.35112735,9.806883938,2.89928516,-0.441577205,-0.167941018,0.332498829,20.88095634,29.54914432,36.63146612,40.191654,38.32479777,30.95703489,20.8457657,10.65023851,-0.053865143,45.6359745,45.56090408,49.93046063,34.80722051,36.04466044,37.22588534,37.9710194,39.88974274,40.93799092,41.14623603,45.37017909,50.66442622,42.80449998,42.99849998,44.08399998,42.25899999,45.11799998,48.13699998,49.34099998,51.85549998,51.15199998,48.13699998,49.43149998,47.62899998
NA,Boston,BO.I4.U,BO,Saugus / Wakefield,I4 - Breakheart Reservation,I4,U,interstitial site,42.48103,-71.03091,9,0,13656.95848,13.65695848,-0.053943476,1.258543594,6.121461747,16.09187715,22.92035028,28.6968235,31.92014677,30.52140129,25.61688867,18.61691885,11.07442528,4.121623771,0.748578842,2.075767856,7.122985328,13.18714855,19.33057776,24.44756333,27.45441235,26.20577137,22.14405046,16.42645015,10.1750974,3.357354711,-0.501917373,-0.203617857,0.621612168,20.52173379,28.89765352,35.95767726,39.43097667,37.6039841,30.32512353,20.46863931,10.76431491,3.86419993,47.50137782,47.48570514,49.25745631,37.18756328,38.11203573,39.034692,39.46642416,41.6764613,43.30673082,43.84384071,48.33653087,46.54050365,44.78499998,44.78399998,45.97549998,44.86199999,47.51199998,50.13749998,51.02999998,53.55699998,53.36299998,50.34799998,51.32349998,49.11599998
NA,Boston,BO.R1.U,BO,Carver,R1 - Myles Sandish State Forest,R1,U,reference site,41.88634,-70.65242,10,0,62511.76865,62.51176865,0.858838063,1.819399156,5.061562501,15.05231094,21.80741754,27.75467002,31.12057076,30.15300882,25.35626993,18.79217902,11.74245347,5.400086911,1.694967775,2.631913762,6.73337265,11.99448344,18.03599315,23.35881529,26.46604917,25.6124124,21.56097361,16.23832979,10.36439778,4.402425638,-0.164822846,-0.123004453,0.324454958,19.90358531,28.20733652,35.62352697,39.08472389,37.59828554,31.0188632,21.70721929,11.78372057,5.300066234,47.69517376,47.16458137,52.86723024,37.75295581,39.211854,40.25461644,40.8213952,42.33485146,43.56289585,43.87519726,46.93125668,45.26587472,44.91199998,44.50799998,47.08749998,46.07699998,49.53849998,52.25749998,53.45499998,55.17199998,54.76999998,51.55399998,51.43149998,48.53099998
gps on envelope; also has 42.07512  -71.17257 and 42.07512  -71.17257 and 42.07512 -71.17257 on other envelopes; All weeds found alongside road at entrance to park,Boston,BO.R2.U,BO,Sharon / N. Easton,R2 - Borderland State Park,R2,U,reference site,42.07622,-71.16078,6,0,32698.52321,32.69852321,0.292723396,1.464863741,6.311477405,16.64163107,23.42451799,29.16852949,32.38963238,31.29660646,26.12137168,19.20452188,11.72227022,4.686123821,1.079195262,2.231365523,7.292714284,13.4460918,19.60274039,24.62074352,27.62725928,26.57403405,22.11803025,16.38395553,10.1218719,3.515768325,-0.384218233,-0.156896652,0.462506701,21.59722263,29.83667261,36.90553944,40.39616367,39.13025431,32.08363881,22.2586823,12.02233693,5.509761811,46.04633464,45.94888363,47.90335696,34.89175541,36.81491503,37.46332416,38.22523966,39.99090306,41.2541494,41.22391187,44.70591696,44.32424882,43.50249998,43.49599998,44.77849998,42.86249999,46.52099998,48.94099998,50.24299998,52.55899998,52.45849998,49.24249998,49.72749998,48.12349998
NA,Boston,BO.R3.U,BO,Sharon,R3 - Moose Hill Wildlife Sanctuary,R3,U,reference site,42.12763,-71.2101,7,20.79324767,28721.93452,28.72193452,-0.097731833,1.265185523,5.953921333,16.55670975,23.49224834,29.14339048,32.33756811,31.04191008,25.9623597,18.88811336,11.26300452,2.381239295,0.764394548,2.108465014,7.288887164,13.53806104,19.78940078,24.71446817,27.72085773,26.56639442,22.29223862,16.45142693,10.09388894,3.28559272,-0.420978118,-0.149220405,0.341565883,21.10344301,29.66039131,36.92753524,40.38317141,38.45507993,31.08568722,20.95517968,10.79600697,-0.062009471,45.83167815,45.46747007,48.32667948,34.71157029,36.29331006,37.4186077,38.31881907,40.32379946,41.36242575,41.36522721,45.45057547,50.57630785,43.00599998,42.80099998,44.08299998,42.15799999,45.51899998,48.53899998,49.94449998,52.25749998,51.55399998,48.23749998,49.13349998,47.43099998
NA,Boston,BO.R4.U,BO,Stoneham,R4 - Middlesex Fells Reservation,R4,U,reference site,42.45023,-71.12014,10,0,11225.17773,11.22517773,0.076990199,1.378207518,6.185226135,16.50601991,23.22346024,28.86348152,32.12650647,30.96762155,26.24352035,19.41541908,11.84622252,4.77798601,0.74878604,2.075851306,7.122998044,13.18710807,19.3305086,24.44747864,27.4543362,26.20571341,22.14403513,16.42650658,10.17526106,3.357588223,-0.217387607,-0.143970033,2.418604641,21.85676039,29.78285643,36.75023708,40.35516838,38.91636041,32.26142003,22.85588267,12.99526401,5.813447999,47.01778143,47.07926788,49.04091695,36.2184576,37.41937286,38.6594423,39.00844334,40.62815698,41.72978213,41.71233864,45.92828691,44.44928768,44.78499998,44.78399998,45.97549998,44.86199999,47.51199998,50.13749998,51.02999998,53.55699998,53.36299998,50.34799998,51.32349998,49.11599998
2434 Griffin Ave; Los Angeles; CA,Los Angeles,LA.GRI.M,LA,Los Angeles,2434 Griffin Ave,GRI,M,NA,34.074828,-118.211406,2,77.31096712,3900.543864,3.900543864,22.62320876,24.42344059,25.20163841,27.88560436,29.50552988,32.5255924,36.43863953,36.82351688,35.10852037,31.6815623,26.19464501,22.50037409,18.83404824,19.97463243,20.06554648,21.94403482,23.01273349,25.64017137,28.79429765,29.13537341,28.10562086,25.58701066,21.73162448,18.81711152,24.69942124,28.59484938,31.48745296,36.71834316,39.60826874,43.72673265,48.5430327,47.92642424,45.1219872,38.82111235,29.78137729,24.54022228,35.86268152,35.93266108,35.66552474,32.97030318,34.01253192,33.79989448,31.75222241,32.36590049,33.02037842,33.43665572,35.33454971,36.4161422,45.29099998,47.11599998,48.71449998,46.99649998,49.90649998,50.32449998,48.83049998,49.83899998,49.12499998,47.61499998,46.20299998,45.69649998
5658 Allott Ave; Sherman Oaks; CA 91401,Los Angeles,LA.ALL.M,LA,Sherman Oaks,Allott Ave,ALL,M,NA,34.173821,-118.427891,7,38.43665246,21713.64274,21.71364274,20.58620874,22.46477899,23.64871105,26.81326233,29.30413729,33.25348085,37.58222302,37.32389916,35.30951841,30.9225773,24.4978963,20.44356103,16.97967499,18.31950701,18.79491725,21.07784409,23.13551277,26.46575326,29.91892689,29.85547069,28.21893773,24.99171654,20.26204188,16.96145466,22.13278972,26.15315984,29.71556708,35.28562202,39.00414321,44.02261618,48.9863456,48.07272873,44.62336842,37.28372347,27.36132928,21.78808936,35.60411333,35.16374373,34.01602718,30.81317675,31.39499112,30.67735899,28.8260869,30.05383831,30.12613454,31.07754545,34.25080565,36.20388395,44.61149998,45.42349998,45.81899998,43.49499998,45.19699998,45.31449998,44.21749998,45.62449998,45.02149998,43.91449998,44.31599998,45.01749998
4501 Esmeralda St; Los Angeles; CA 90032,Los Angeles,LA.ESM.M,LA,Los Angeles,Esmeralda St,ESM,M,NA,34.081442,-118.191825,4,80.8452,5786.180154,5.786180154,22.70685648,24.40491977,25.14411063,27.89250259,29.44902222,32.58803694,36.62730899,36.77100023,35.27762857,31.75206648,26.27420062,22.49028319,18.83400946,19.97461595,20.06554406,21.94404248,23.01274642,25.64018592,28.79431277,29.1353851,28.10562371,25.58700055,21.73159786,18.81706682,25.05999046,28.95317885,32.00424741,37.13882164,40.06823306,44.07276715,48.79959186,48.35201436,45.41339445,39.21296663,30.12983753,24.94865311,35.68100859,35.97249644,35.78787906,32.95705683,34.1234987,33.68126978,31.42634043,32.45882399,32.7134334,33.30330692,35.16887128,36.43837666,45.29099998,47.11599998,48.71449998,46.99649998,49.90649998,50.32449998,48.83049998,49.83899998,49.12499998,47.61499998,46.20299998,45.69649998
5029 Gloria Ave; Encino; CA 91436,Los Angeles,LA.GLO.M,LA,Encino,Gloria Ave,GLO,M,NA,34.160407,-118.479505,11,45.98416047,24849.39243,24.84939243,21.84165263,23.09333983,24.11815417,26.69380108,28.47673451,31.50831284,35.19681833,35.26671957,34.03980219,30.53781072,25.20651346,21.60510127,18.24699228,19.0073443,19.0856844,20.76899945,22.120643,24.65393118,27.42198536,27.76755755,26.93167568,24.60802174,20.95433893,18.13027727,23.6808789,27.4406571,30.56806569,35.71149975,38.59576354,42.88266152,47.4179746,46.89277592,44.0700923,37.53265866,28.58749825,23.19310139,36.81712628,37.74683528,36.76518884,34.02396435,35.02562896,34.90927994,32.93737953,34.07157137,33.85125573,34.44691551,36.50067756,37.32635484,45.99649998,48.51999998,50.02299998,48.60549998,51.11999998,52.03899998,51.24599998,52.15149998,50.83499998,48.72149998,47.20849998,46.30149998
On Hart St; near Lake Balboa; Los Angeles; CA,Los Angeles,LA.HAR.M,LA,Lake Balboa,Hart St,HAR,M,NA,34.197565,-118.511712,5,39.67907725,29526.93529,29.52693529,19.96539571,21.67309502,22.84875815,25.79963758,28.58104875,32.35054896,36.73650965,36.71588298,34.56086563,30.29761677,23.89756034,20.04541213,18.24699228,17.53041919,17.81507715,20.08616335,22.33556861,25.5726006,29.0327345,29.06352705,27.51894975,24.29167447,19.66193604,16.36128219,21.49566648,25.44057552,28.8539666,34.57770288,38.14755056,43.15174205,48.27542271,47.60451468,43.84522407,36.43351317,26.72175878,21.15063666,36.01888896,35.5804078,34.23298792,31.12965343,31.46780207,31.09173982,29.39836613,30.13772159,30.4131885,31.02990131,34.59998238,36.11891273,45.12099998,46.02649998,46.72249998,43.99999998,45.60549998,46.02199998,45.32299998,46.32799998,45.42349998,44.11699998,44.82049998,45.52399998
1031 W G St; Wilmington; CA 90744,Los Angeles,LA.KIN.M,LA,Wilmington,King Ave,KIN,M,NA,33.778,-118.275185,8,78.6054936,30662.06925,30.66206925,22.71445373,24.12102633,24.80246382,27.23676715,28.53205619,31.37851515,34.9265993,35.37748281,33.94157787,30.92855418,26.20735597,22.7469848,16.37952539,19.63016071,19.52614654,21.01006408,21.9742097,24.20753497,27.06249889,27.52306834,26.79224924,24.87195057,21.59032896,19.06020528,25.15320481,28.70148068,32.02030499,36.91279378,39.22279897,43.00205058,47.41392451,47.6129765,44.44767769,38.51030762,30.24688825,25.06633539,37.34601564,38.10749662,37.94385776,35.38155172,37.59385218,37.47761299,35.04533798,35.75854797,36.49232286,36.76184741,37.51915943,38.18860231,47.30199998,50.12999998,52.32999998,51.41449998,55.53849998,56.95949998,54.86099998,55.86149998,54.95049998,52.33699998,49.52249998,47.91049998
9820 Lubao Ave; Chatsworth; CA 91311,Los Angeles,LA.LUB.M,LA,Chatsworth,Lubao,LUB,M,NA,34.248481,-118.568435,7,36.99239005,37045.68967,37.04568967,19.97829032,21.68168177,22.74240165,25.90478327,28.59285504,32.35027863,36.73895129,36.71948374,34.56290728,30.30914772,23.91058028,20.13072624,18.8760009,17.53028285,17.81505671,20.08623004,22.33568846,25.57273416,29.03286897,29.0636313,27.51897555,24.29158417,19.6617088,16.36091178,21.50582075,25.44047218,28.96657007,34.42975935,38.10397891,43.11307276,48.23230451,47.5720377,43.8281075,36.42866679,26.7270721,21.29407114,35.9893876,35.56142459,34.4543873,30.93652227,31.44648499,31.09246037,29.39467562,30.13197757,30.40978936,31.00924804,34.57242467,35.92781921,45.12099998,46.02649998,46.72249998,43.99999998,45.60549998,46.02199998,45.32299998,46.32799998,45.42349998,44.11699998,44.82049998,45.52399998
205 Madeline Dr Pasadena; CA 91105,Los Angeles,LA.MAD.M,LA,Pasadena,Madeline Dr,MAD,M,NA,34.127188,-118.154805,3,35.40347141,11698.09071,11.69809071,22.5861977,24.42467606,25.1821638,27.9855167,30.19123963,33.62051206,37.59264243,37.88701397,35.85951433,32.14346353,26.22503946,22.50649309,16.37920415,20.10866,20.3848522,22.28607129,23.85088971,26.5859903,29.93942312,30.36338313,28.92758706,26.19179908,21.95072213,18.92056963,24.04540708,28.09463344,31.15411324,36.41250453,39.79732179,44.2521392,48.94535317,48.79537417,45.1612364,38.59141051,29.18119201,23.75808881,34.43136664,34.46280419,33.95147242,31.18533123,31.76884014,31.00124481,29.36623166,30.20950756,30.79340846,31.35191478,33.81634657,34.88360689,43.10049998,44.81849998,45.41399998,43.78949998,46.09699998,46.41299998,45.01849998,45.92599998,45.52299998,44.21649998,43.70849998,43.50749998
231 S Meridian Ave; Alhambra; CA 91801,Los Angeles,LA.MR1.M,LA,Alhambra,Meridian 1,MR1,M,NA,34.091699,-118.154443,4,53.88165679,9331.273392,9.331273392,22.63958852,24.49543639,25.23596883,28.10463201,30.22764552,33.53197554,37.57163166,37.91943148,35.89985259,32.19113522,26.33737029,22.56360539,18.93963898,20.1087578,20.38486715,22.28602492,23.85080913,26.58590035,29.93933096,30.36331063,28.9275694,26.19186182,21.95088237,18.92083927,24.28237841,28.30816245,31.34709153,36.52715425,39.98514075,44.55421883,49.19643562,49.01254576,45.39753613,38.83778438,29.50436125,24.00054669,34.3204439,34.31734948,33.84295242,30.96960398,31.70246959,31.15486756,29.39957658,30.1564119,30.72519939,31.26772924,33.59316462,34.76337785,43.10049998,44.81849998,45.41399998,43.78949998,46.09699998,46.41299998,45.01849998,45.92599998,45.52299998,44.21649998,43.70849998,43.50749998
236 S Meridian Ave; Alhambra; CA 91801,Los Angeles,LA.MR2.M,LA,Alhambra,Meridian 2,MR2,M,NA,34.091462,-118.153845,5,53.70849165,9367.617136,9.367617136,22.59481935,24.33733847,25.20435653,28.01490237,30.20625406,33.50182146,37.55546149,37.89498591,35.86789753,32.1508512,26.29377107,22.51457159,18.9398729,20.10875846,20.38486725,22.28602461,23.85080859,26.58589975,29.93933034,30.36331015,28.92756928,26.19186224,21.95088344,18.92084107,24.11300669,28.28025067,31.20805361,36.47761208,39.87877807,44.46334752,49.08151279,48.88574213,45.24468006,38.66392275,29.32639555,23.82535388,34.41385223,34.64376461,33.90668277,31.13188741,31.74135734,31.2074409,29.42538738,30.19634539,30.77919381,31.33895072,33.67972071,34.86708025,43.10049998,44.81849998,45.41399998,43.78949998,46.09699998,46.41299998,45.01849998,45.92599998,45.52299998,44.21649998,43.70849998,43.50749998
1334-1668 Loma Ave; South El Monte; CA 91733,Los Angeles,LA.NWH.M,LA,South El Monte,N Whittier Narows,NWH,M,NA,34.048676,-118.066565,13,0.028420872,16342.43596,16.34243596,22.49497399,24.35062495,25.13632945,27.94233097,30.16243589,33.47226044,37.56465651,37.79864075,35.74181064,32.06057041,26.1956109,22.40433814,18.93987446,20.10887623,20.38488525,22.28596874,23.85071151,26.58579138,29.93921931,30.3632228,28.92754799,26.1919378,21.95107635,18.92116565,23.76148793,27.83558319,30.92987941,36.25111239,39.68247473,44.27420951,48.84046206,48.68294087,44.99065984,38.3095861,28.95750044,23.45988127,34.62380846,34.61645099,34.04432218,31.26373567,31.8209997,31.25887938,29.41051903,30.35416889,30.99325786,31.4993724,33.87591137,35.10219214,43.10049998,44.81849998,45.41399998,43.78949998,46.09699998,46.41299998,45.01849998,45.92599998,45.52299998,44.21649998,43.70849998,43.50749998
5362 Navarro St; Los Angeles; CA 90032,Los Angeles,LA.NAV.M,LA,Los Angeles,Navarro St,NAV,M,NA,34.087918,-118.164815,3,61.76970997,8289.89991,8.28989991,22.70301372,24.49939725,25.28192493,28.11031367,30.2982795,33.58049557,37.55933165,38.04517806,35.97586169,32.28595585,26.44018675,22.656101,18.94015605,20.10876822,20.38486874,22.28601998,23.85080055,26.58589077,29.93932114,30.36330291,28.92756751,26.1918685,21.95089943,18.92086798,24.86092985,28.97717561,31.890085,37.09893337,40.393674,44.96478461,49.72211114,49.47345867,45.98978129,39.45520222,30.10328045,24.60070471,34.1886572,34.30923854,33.75054945,30.9593511,31.57442585,31.07046451,29.4191917,29.95192396,30.59719421,31.10082406,33.39007863,34.56877098,43.10049998,44.81849998,45.41399998,43.78949998,46.09699998,46.41299998,45.01849998,45.92599998,45.52299998,44.21649998,43.70849998,43.50749998
2301 Findlay Ave; Monterey Park; CA 91754,Los Angeles,LA.PAR.M,LA,Monterey Park,Parking Lot,PAR,M,NA,34.036355,-118.138303,2,76.71910611,9880.524456,9.880524456,22.55214196,24.38837488,25.16518858,27.96356556,30.17626634,33.48394299,37.57801112,37.86509938,35.77175226,32.1024282,26.2434801,22.34088154,18.9398978,20.10891012,20.38489043,22.28595267,23.85068357,26.58576019,29.93918736,30.36319767,28.92754187,26.19195955,21.95113186,18.92125901,23.89220616,27.95659614,31.02318218,36.31964418,39.72759051,44.30663713,48.8775234,48.70538548,45.08465742,38.43626022,29.106819,23.70347599,34.50394098,34.53833647,33.98588151,31.22502972,31.79572556,31.23840318,29.38915798,30.2450549,30.94225199,31.42498463,33.78038396,35.23813898,43.10049998,44.81849998,45.41399998,43.78949998,46.09699998,46.41299998,45.01849998,45.92599998,45.52299998,44.21649998,43.70849998,43.50749998
